database,pages_ id,Region,Site_name,Lat_N,Long_E,Archive,Proxy_ measurement,Oldest_year,Youngest_year,Time_Units,Original_Author,Original_data_URL,database_link
NA_Boreholes_V1_2016,NAB_46,Canada,CA-165001_6,69.458,-134.198,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_47,Canada,CA-165001_8,69.458,-134.198,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_48,Canada,CA-263001_1,69.432,-132.623,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_49,Canada,CA-255001_3,69.415,-135.842,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_50,US,US-EB1,69.4,-148.272,Borehole,Borehole Temperature,NaN,2013,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_51,US,US-SBE,69.38,-152.175,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_52,Canada,CA-254001_4,69.287,-134.592,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_53,Canada,CA-176001_9,69.213,-134.712,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_54,Canada,CA-167001_10,69.195,-135.342,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_55,US,US-AWU,69.153,-158.023,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_56,US,US-LUP,69.101,-148.621,Borehole,Borehole Temperature,NaN,2013,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_57,Canada,CA-95001_0,69.067,-79.063,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_58,Canada,CA-95001_4,69.067,-79.063,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_59,Canada,CA-95001_1,69.067,-79.063,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_60,Canada,CA-95001_3,69.067,-79.063,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_61,Canada,CA-95001_2,69.067,-79.063,Borehole,Borehole Temperature,NaN,1980,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_62,Canada,CA-274001_7,69,-133.563,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_63,Canada,CA-273001_8,68.953,-133.458,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_64,Canada,CA-272001_13,68.877,-133.698,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_65,Canada,CA-272001_11,68.877,-133.698,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_66,Canada,CA-76001_1,68.533,-131.522,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_67,Canada,CA-76001_0,68.533,-131.522,Borehole,Borehole Temperature,NaN,1971,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_68,Canada,CA-76001_2,68.533,-131.522,Borehole,Borehole Temperature,NaN,1970,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_69,Canada,US-LBN,68.484,-155.696,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_70,Canada,CA-89001_5,68.372,-135.55,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_71,Canada,CA-89001_6,68.372,-135.55,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_72,Canada,CA-89001_1,68.372,-135.55,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_73,Canada,CA-253001_4,67.727,-126.832,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_74,Canada,CA-253001_3,67.727,-126.832,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_75,Canada,CA-151001_2,65.557,-124.595,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_76,Canada,CA-88005_0,65.285,-126.88,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_77,Canada,CA-88004_0,65.285,-126.867,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_78,Canada,CA-400004_0,62.787,-135.153,Borehole,Borehole Temperature,NaN,1992,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_79,Canada,CA-400006_0,62.785,-135.152,Borehole,Borehole Temperature,NaN,1992,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_80,Canada,CA-400009_0,62.783,-135.155,Borehole,Borehole Temperature,NaN,1992,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_81,Canada,CA-703004_0,62.738,-138.832,Borehole,Borehole Temperature,NaN,1993,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_82,Canada,CA-066-0,62.51,-114.42,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_83,Canada,CA-290-1,62.47,-129.22,Borehole,Borehole Temperature,NaN,1981,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_84,Canada,CA-0614,61.692,-73.575,Borehole,Borehole Temperature,NaN,2006,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_85,Canada,CA-0615,61.689,-73.589,Borehole,Borehole Temperature,NaN,2006,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_86,Canada,CA-707005_0,61.465,-130.593,Borehole,Borehole Temperature,NaN,1997,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_87,Canada,CA-289-1,60.99,-133.75,Borehole,Borehole Temperature,NaN,1981,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_88,Canada,CA-289-2,60.99,-133.75,Borehole,Borehole Temperature,NaN,1981,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_89,Canada,CA-289-4,60.99,-133.75,Borehole,Borehole Temperature,NaN,1981,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_90,Canada,CA-122003_0,60.75,-135.183,Borehole,Borehole Temperature,NaN,1977,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_91,Canada,CA-122001_0,60.623,-135.053,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_92,Canada,CA-705004_0,60.557,-128.945,Borehole,Borehole Temperature,NaN,1993,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_93,Canada,CA-705003_0,60.557,-128.945,Borehole,Borehole Temperature,NaN,1993,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_94,Canada,CA-139006_0,60.01,-131.603,Borehole,Borehole Temperature,NaN,1983,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_95,Canada,CA-431001_0,59.923,-130.328,Borehole,Borehole Temperature,NaN,1985,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_96,Canada,CA-188002_0,59.713,-133.402,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_97,Canada,CA-188001_0,59.712,-133.413,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_98,Canada,CA-398002_0,58.742,-133.59,Borehole,Borehole Temperature,NaN,1991,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_99,Canada,CA-9920,58.377,-109.541,Borehole,Borehole Temperature,NaN,1999,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_100,Canada,CA-9923,58.23,-109.52,Borehole,Borehole Temperature,NaN,1999,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_101,Canada,CA-9922,58.229,-109.518,Borehole,Borehole Temperature,NaN,1999,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_102,Canada,CA-010-0,57.89,-130.85,Borehole,Borehole Temperature,NaN,1978,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_103,Canada,CA-9520,56.909,-100.438,Borehole,Borehole Temperature,NaN,1995,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_104,Canada,CA-9516,56.909,-100.435,Borehole,Borehole Temperature,NaN,1995,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_105,Canada,CA-9517,56.909,-100.441,Borehole,Borehole Temperature,NaN,1995,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_106,Canada,CA-149-2,56.9,-100.95,Borehole,Borehole Temperature,NaN,1985,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_107,Canada,CA-0019,56.891,-101.082,Borehole,Borehole Temperature,NaN,2000,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_108,Canada,CA-0018,56.889,-101.071,Borehole,Borehole Temperature,NaN,2000,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_109,Canada,CA-9614,56.827,-101.102,Borehole,Borehole Temperature,NaN,1996,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_110,Canada,CA-149-1,56.8,-101.1,Borehole,Borehole Temperature,NaN,1985,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_111,Canada,CA-9514,56.734,-100.95,Borehole,Borehole Temperature,NaN,1995,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_112,Canada,CA-390008_0,56.653,-130.428,Borehole,Borehole Temperature,NaN,1990,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
